	Abiotrophia_defectiva	Acidaminococcaceae_unclassified	Acidaminococcus_unclassified	Acinetobacter_baumannii	Acinetobacter_johnsonii	Acinetobacter_unclassified	Actinobaculum_massiliense	Actinobaculum_schaalii	Actinobaculum_unclassified	Actinomyces_europaeus	Actinomyces_graevenitzii	Actinomyces_johnsonii	Actinomyces_naeslundii	Actinomyces_neuii	Actinomyces_odontolyticus	Actinomyces_oris	Actinomyces_turicensis	Actinomyces_urogenitalis	Actinomyces_viscosus	Adlercreutzia_equolifaciens	Aerococcus_urinae	Aerococcus_viridans	Aggregatibacter_segnis	Aggregatibacter_unclassified	Agrobacterium_tumefaciens	Agrobacterium_unclassified	Agromyces_unclassified	Akkermansia_muciniphila	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Alloprevotella_unclassified	Alloscardovia_omnicolens	Anaerococcus_hydrogenalis	Anaerococcus_lactolyticus	Anaerococcus_obesiensis	Anaerococcus_prevotii	Anaerococcus_sp_PH9	Anaerococcus_tetradius	Anaerococcus_vaginalis	Anaeroglobus_geminatus	Anaerostipes_hadrus	Anaerotruncus_unclassified	Atopobium_minutum	Atopobium_parvulum	Atopobium_rimae	Atopobium_vaginae	Bacillus_cereus_thuringiensis	Bacillus_subtilis	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_fragilis	Bacteroides_intestinalis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Barnesiella_intestinihominis	Betapapillomavirus_1	Betapapillomavirus_4	Betapapillomavirus_5	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_breve	Bifidobacterium_dentium	Bifidobacterium_longum	Bifidobacterium_pseudocatenulatum	Bilophila_unclassified	Bilophila_wadsworthia	BK_polyomavirus	Blautia_hydrogenotrophica	Brachybacterium_unclassified	Bradyrhizobium_sp_DFCI_1	Brevibacterium_massiliense	Brevibacterium_mcbrellneri	Burkholderia_unclassified	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Campylobacter_concisus	Campylobacter_gracilis	Campylobacter_hominis	Campylobacter_ureolyticus	Candida_albicans	Candida_dubliniensis	Candida_glabrata	candidate_division_TM7_single_cell_isolate_TM7c	Candidatus_Saccharibacteria_noname_unclassified	Capnocytophaga_unclassified	Cellulophaga_unclassified	Chryseobacterium_taeanense	Citrobacter_koseri	Clostridiales_bacterium_BV3C26	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	Clostridium_bartlettii	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_nexile	Clostridium_perfringens	Clostridium_ramosum	Collinsella_aerofaciens	Collinsella_unclassified	Comamonas_unclassified	Coprobacillus_unclassified	Coprococcus_comes	Coriobacteriaceae_bacterium_BV3Ac1	Corynebacterium_accolens	Corynebacterium_amycolatum	Corynebacterium_aurimucosum	Corynebacterium_durum	Corynebacterium_genitalium	Corynebacterium_glucuronolyticum	Corynebacterium_jeikeium	Corynebacterium_kroppenstedtii	Corynebacterium_massiliense	Corynebacterium_propinquum	Corynebacterium_pseudogenitalium	Corynebacterium_pyruviciproducens	Corynebacterium_sp_HFH0082	Corynebacterium_sp_KPL1859	Corynebacterium_striatum	Corynebacterium_tuberculostearicum	Corynebacterium_urealyticum	Cryptococcus_neoformans	Debaryomycetaceae_unclassified	Deinococcus_unclassified	Delftia_acidovorans	Delftia_unclassified	Dermabacter_sp_HFH0086	Dermatophilaceae_unclassified	Desulfovibrio_desulfuricans	Dialister_invisus	Dialister_micraerophilus	Dolosigranulum_pigrum	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Eggerthella_lenta	Eggerthella_unclassified	Enhydrobacter_aerosaccus	Enterobacter_aerogenes	Enterobacteria_phage_Ike	Enterococcus_avium	Enterococcus_faecalis	Enterococcus_faecium	Enterococcus_raffinosus	Eremothecium_unclassified	Erysipelotrichaceae_bacterium_3_1_53	Erysipelotrichaceae_bacterium_5_2_54FAA	Erysipelotrichaceae_bacterium_6_1_45	Escherichia_coli	Escherichia_unclassified	Eubacterium_brachy	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_limosum	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_sp_3_1_31	Facklamia_hominis	Facklamia_ignava	Facklamia_languida	Facklamia_unclassified	Faecalibacterium_prausnitzii	Finegoldia_magna	Fretibacterium_fastidiosum	Fusobacterium_nucleatum	Fusobacterium_periodonticum	Gardnerella_vaginalis	Gemella_haemolysans	Gemella_morbillorum	Gemella_sanguinis	Gemella_unclassified	Geobacillus_unclassified	Geodermatophilaceae_unclassified	Gordonibacter_pamelaeae	Granulicatella_adiacens	Granulicatella_unclassified	Haemophilus_haemolyticus	Haemophilus_influenzae	Haemophilus_parainfluenzae	Helcococcus_kunzii	Human_herpesvirus_4	Hyphomicrobiaceae_unclassified	Imtechella_halotolerans	JC_polyomavirus	Jonquetella_anthropi	Jonquetella_unclassified	Klebsiella_oxytoca	Klebsiella_pneumoniae	Klebsiella_unclassified	Klebsiella_variicola	Kocuria_rhizophila	Kocuria_unclassified	Kytococcus_sedentarius	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Lactobacillus_acidophilus	Lactobacillus_animalis	Lactobacillus_brevis	Lactobacillus_casei_paracasei	Lactobacillus_coleohominis	Lactobacillus_crispatus	Lactobacillus_curvatus	Lactobacillus_delbrueckii	Lactobacillus_fermentum	Lactobacillus_gasseri	Lactobacillus_iners	Lactobacillus_jensenii	Lactobacillus_johnsonii	Lactobacillus_mucosae	Lactobacillus_oris	Lactobacillus_plantarum	Lactobacillus_reuteri	Lactobacillus_rhamnosus	Lactobacillus_sp_7_1_47FAA	Lactobacillus_vaginalis	Lactococcus_lactis	Lautropia_mirabilis	Leptotrichia_unclassified	Leptotrichia_wadei	Leptotrichiaceae_unclassified	Leuconostoc_lactis	Listeria_marthii	Listeria_monocytogenes	Listeria_unclassified	Malassezia_globosa	Marvinbryantia_formatexigens	Megasphaera_genomosp_type_1	Megasphaera_micronuciformis	Megasphaera_unclassified	Meiothermus_silvanus	Merkel_cell_polyomavirus	Methanobrevibacter_smithii	Methanobrevibacter_unclassified	Methanosphaera_stadtmanae	Methylobacterium_populi	Micrococcus_luteus	Mobiluncus_curtisii	Mobiluncus_unclassified	Morganella_morganii	Naumovozyma_unclassified	Neisseria_flavescens	Neisseria_meningitidis	Neisseria_sicca	Neisseria_subflava	Neisseria_unclassified	Nocardioides_unclassified	Odoribacter_unclassified	Oligella_urethralis	Olsenella_uli	Oribacterium_sinus	Oscillibacter_unclassified	Paenibacillus_polymyxa	Pantoea_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Paracoccus_denitrificans	Paracoccus_unclassified	Paraprevotella_unclassified	Parvimonas_micra	Parvimonas_unclassified	Peptoniphilus_duerdenii	Peptoniphilus_harei	Peptoniphilus_lacrimalis	Peptoniphilus_rhinitidis	Peptoniphilus_sp_BV3AC2	Peptoniphilus_sp_oral_taxon_375	Peptoniphilus_sp_oral_taxon_836	Peptoniphilus_timonensis	Peptostreptococcaceae_noname_unclassified	Peptostreptococcus_anaerobius	Polyomavirus_HPyV6	Porphyromonas_asaccharolytica	Porphyromonas_bennonis	Porphyromonas_somerae	Porphyromonas_uenonis	Prevotella_bergensis	Prevotella_bivia	Prevotella_buccalis	Prevotella_denticola	Prevotella_disiens	Prevotella_histicola	Prevotella_melaninogenica	Prevotella_nanceiensis	Prevotella_oralis	Prevotella_pallens	Prevotella_salivae	Prevotella_timonensis	Propionibacteriaceae_unclassified	Propionibacterium_acnes	Propionibacterium_avidum	Propionibacterium_granulosum	Propionimicrobium_lymphophilum	Proteus_mirabilis	Pseudomonas_aeruginosa	Pseudomonas_geniculata	Pseudomonas_unclassified	Pseudoramibacter_alactolyticus	Ralstonia_pickettii	Ralstonia_unclassified	Rhodobiaceae_unclassified	Rhodopseudomonas_palustris	Rhodopseudomonas_unclassified	Riemerella_unclassified	Roseburia_intestinalis	Roseburia_unclassified	Roseomonas_unclassified	Rothia_aeria	Rothia_dentocariosa	Rothia_mucilaginosa	Rothia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_obeum	Ruminococcus_sp_5_1_39BFAA	Ruminococcus_torques	Saccharomyces_cerevisiae	Salmonella_enterica	Salmonella_unclassified	Scardovia_unclassified	Scardovia_wiggsiae	Shigella_flexneri	Shuttleworthia_satelles	Slackia_exigua	Slackia_unclassified	Solobacterium_moorei	Staphylococcus_aureus	Staphylococcus_caprae_capitis	Staphylococcus_epidermidis	Staphylococcus_equorum	Staphylococcus_haemolyticus	Staphylococcus_hominis	Staphylococcus_lugdunensis	Staphylococcus_pasteuri	Staphylococcus_pettenkoferi	Staphylococcus_phage_ROSA	Staphylococcus_pseudintermedius	Staphylococcus_simulans	Staphylococcus_warneri	Stenotrophomonas_maltophilia	Stenotrophomonas_unclassified	Stomatobaculum_longum	Streptococcus_agalactiae	Streptococcus_anginosus	Streptococcus_australis	Streptococcus_canis	Streptococcus_constellatus	Streptococcus_cristatus	Streptococcus_gordonii	Streptococcus_infantis	Streptococcus_intermedius	Streptococcus_mitis_oralis_pneumoniae	Streptococcus_mutans	Streptococcus_oligofermentans	Streptococcus_parasanguinis	Streptococcus_pasteurianus	Streptococcus_peroris	Streptococcus_salivarius	Streptococcus_sanguinis	Streptococcus_sp_BS35b	Streptococcus_thermophilus	Streptococcus_tigurinus	Streptococcus_vestibularis	Subdoligranulum_unclassified	Thiomonas_unclassified	Ureaplasma_parvum	Ureaplasma_unclassified	Ureaplasma_urealyticum	Varibaculum_cambriense	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified	Weissella_cibaria	Weissella_unclassified
C102	0	0	0	0	0	0	0	1692	665	1345	0	0	0	50983	0	0	945	0	0	0	1154	835	0	0	41	0	0	0	0	0	0	0	0	1648	877	2977	44632	0	7	968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86599	0	363	0	0	0	0	0	50033	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378401	0	0	0	0	0	0	0	3664	0	36944	0	0	855	0	0	0	0	889	950	0	0	0	0	513	0	0	0	0	0	52	0	0	0	0	12384	0	0	0	0	0	0	2605	1059	0	0	0	0	0	0	0	37276	77243	0	0	0	397775	0	11656	0	0	0	10039	0	0	0	0	0	0	0	0	0	25341	1508	0	0	18508	15451215	0	0	0	249	1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701	0	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	1739	0	0	0	0	0	0	0	0	0	0	4046	57	0	0	47	0	512	0	1199	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	268	50945	19295	0	0	0	0	309	0	17942	0	286	394	0	0	0	2563	4817	0	0	0	0	0	0	0	0	1030	5202	383	302	0	0	0	258	0	3032	0	267	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	21264	0	84218	614	0	0	0	0	0	0	0	1596	0	0	420	903571	0	0	0	0	1368	0	0	1955	0	0	0	0	0	0	0	2258	800	0	0	0	0	0	0	0	34856	0	0	1587	376	0	0
C107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22939389	0	0	0	324127	0	1200601	0	0	0	0	0	0	0	86433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4518	0	0	0	0	7248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15531	0	0	5292	5651	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016	0	0	0	0	0	0	0	0	0	0	0	574	0	0	663	0	0
C124	0	0	0	0	0	0	0	0	0	0	0	0	0	50917	0	0	0	0	0	0	0	0	0	0	6618	2069	0	0	0	0	0	0	0	25407	1260658	4272	3840	0	0	1151	0	0	0	0	0	0	6170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	0	0	0	0	0	0	0	0	52881	0	0	5878	0	0	0	0	0	0	0	0	0	0	0	0	0	709	0	0	0	0	0	0	0	0	0	0	0	5952	0	0	0	762	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	59173	55136	0	4625	0	8261	118840	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	2223	0	0	0	0	0	0	0	0	0	0	0	0	0	915031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2563896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861	0	0	0	0	0	0	0	0	0	0	0	554	0	0	0	0	22871	0	0	0	0	13807	2355	0	0	0	0	0	0	0	0	0	1601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272675	0	0	0	0	0	0	0	0	0	4296	346951	0	7099	0	83089	0	0	0	0	0	0	0	0	0	150255	5143	31083	0	0	0	0	0	0	79898	0	39412	19823	0	0	0	0	0	0	0	0	293	4778	1388	0	0	0	0	2260	0	0	0	0	0	0	0	0	0	7960	26327	0	0	0	8063	0	0	0	0	0	0	0	0	0	0	82889	6714	0	357	684702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25658	0	0	0	0	0	0	0	1006118	0	0	76215	19138	0	0
C128	0	0	0	0	0	0	0	0	0	11073	0	0	0	72637	0	0	0	0	0	509	0	0	0	0	477	459	0	0	0	1364	0	0	0	102799	5321	5741	147652	0	0	23442	0	0	0	0	926	0	0	0	0	64	0	0	0	0	0	0	0	1169	0	0	418554	72422	37843	0	0	0	0	184	0	0	0	0	586	0	0	0	0	0	0	0	0	6413	0	0	0	0	0	0	0	0	0	42	0	0	0	820	0	0	0	0	0	0	0	1053	0	0	0	0	5413	283154	0	0	0	0	0	0	0	478440	281250	0	0	180998	39850	0	0	0	0	7639	7215	32547	0	0	81279	5755	0	0	0	548	0	53	0	0	0	0	0	0	0	0	0	0	0	304	615	0	0	0	0	67	608	0	367511	341818	272	0	378	447458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286680	25630575	0	0	0	0	0	0	0	0	0	502	0	0	0	0	1321	0	0	0	0	0	2453966	0	0	0	7034	1761719	3904	0	0	0	0	0	0	0	10002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2445	0	0	0	0	1406	0	0	0	0	0	0	0	0	0	0	0	0	0	4166	0	0	0	0	0	18	0	0	0	0	0	0	26647	0	0	0	39412	0	0	0	0	0	0	31915	8070	0	0	95949	0	0	0	0	0	0	0	0	0	0	2042	5996	0	0	0	0	0	0	13207	0	5727	2286	0	0	0	0	0	18	0	0	49	986	0	0	7342	184	0	0	0	562	0	0	0	0	0	0	0	0	0	0	0	0	358911	0	5162	747550	0	0	0	0	0	0	0	10681	2159	0	0	32	0	0	92	0	0	0	42	0	0	0	2487	0	0	10719	0	0	0	0	283	1215	0	0	0	0	312963	0	0	0	0	0	0
C12	0	0	0	0	0	0	9831	1975	0	0	0	0	0	2618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15269	0	0	0	7201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1915	52	0	0	0	0	0	256	11017869	0	0	0	0	0	0	0	0	34719	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3014	0	4608	0	0	0	718	0	0	0	0	0	0	1288	0	1003	0	0	927	172	0	0	0	7853	0	0	0	0	2596	2558	0	0	0	5638	0	0	1557	0	2434	0	2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	712	0	2059	0	0	14835	0	0	0	6504	21674	0	0	0	1267345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104510	0	0	0	0	3007	1382	0	0	0	0	2544	0	257	0	0	3643	0	25021	0	0	0	0	0	0	0	14584	0	0	210646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6834	0	3354	0	0	0	0	0	0	0	0	0	0	0	0	816	0	0	0	0	0	0	0	0	0	502	13453	1771	5145	0	208	0	0	0	0	0	1289	1003	0	0	0	0	0	639	0	0	0	0	0	0	14973	0	0	23373	0	7007	0	0	0	0	0	0	0	0	0	0	0	0	4454	0	0	2296	0	0	3312	0	699	0	0	2989	0	0	0	162	0	2381	0	0	0	0	0	0	0	0	2264	0	0	5323	0	0	0	0	9444	3241	0	0	0	0	3401	0	0	0	58	0	0
C133	0	0	0	0	0	0	0	2041480	0	47454	0	0	0	304	0	0	0	0	0	0	283882	0	0	0	0	0	0	978	0	0	0	0	0	76183	13907	6773	147554	0	0	24622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3227	0	0	0	0	0	0	0	0	0	0	0	294075	0	0	0	0	0	0	0	412445	0	0	0	0	0	0	0	0	0	1948	0	0	0	0	1677	0	0	2078	0	1210	0	0	0	0	1989	190768	0	0	0	0	0	0	0	875	0	0	0	0	0	424995	0	0	0	0	0	0	0	0	0	3055	0	0	255	1706	0	0	0	0	0	0	7748	0	0	0	0	0	0	0	0	0	0	0	0	758	0	0	500767	1347297	0	0	0	419660	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	1115187	2606539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6777	0	0	0	0	0	0	0	0	0	0	7251	0	0	0	0	9697	0	0	0	0	0	0	0	0	0	0	3026	0	0	0	0	0	0	0	0	0	0	0	0	77479	986305	137524	150	105922	75399	0	740	0	0	0	15045	35730	102683	20027	10503	0	24760	0	0	0	0	0	0	0	0	554601	0	0	0	0	367707	0	0	0	0	0	0	0	0	0	0	2334	0	0	0	0	0	0	840	0	10195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3574	0	4416	0	152189	0	0	0	0	38828	23104	0	0	0	114513	1667466	0	0	0	0	0	0	0	0	3666	0	475	0	0	359	0	0	10714	0	10704	10969	0	0	0	0	397035	0	0	0	0	0	0
C13	0	0	0	0	0	3584	0	223407	0	0	0	0	0	14518	0	0	444170	0	0	0	20179	0	34932	18808	3434	192	0	0	0	0	0	0	946934	0	12157	1739	23837	0	0	7747	42711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36690	4043	0	0	0	571797	0	0	0	0	0	0	0	0	723792	0	0	0	0	0	0	0	0	0	359088	713	0	0	0	0	0	0	0	0	2607	0	0	23518	3493	0	2822	0	0	0	0	0	0	0	19616	0	0	0	478	4585	0	0	0	0	29681	30793	0	0	0	6760	117203	0	0	0	0	0	0	0	0	0	0	124684	0	0	0	0	0	0	7316	0	0	0	0	0	0	0	0	250200	117870	0	0	0	1301967	0	288995	0	0	0	0	0	0	0	0	0	0	0	0	0	2801	0	0	0	309808	0	46997	123571	0	0	0	0	0	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14359	0	0	0	0	4420	0	195207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2181	0	969159	2147538	5003	0	117264	0	2818	0	0	0	9785	2173	0	2953	55879	797620	84996	0	226382	0	0	0	0	0	0	1658650	0	67568	45705	0	228673	0	0	0	51057	0	30212	12366	0	7525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	3006	21521	5188	0	94868	289291	0	0	0	2808	81425	1710	0	0	0	15732	46822	9258	0	0	3690870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1645791	0	0	1665	1341	0	0
C145	0	0	0	0	0	0	0	6541	0	0	0	0	0	314645	0	0	57963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3136	0	81744	90	269	0	0	0	0	0	0	0	616573	663011	0	0	0	0	0	0	0	262	0	0	0	565	269	0	0	0	0	0	0	64318035	384272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4708	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3102	0	0	0	0	0	0	0	0	0	0	0	0	0	979	19790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	400	689	0	0	0	13786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3240	0	0	0	0	0	0	0	0	650032	0	11801	0	0	0	50484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2330	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35423	1385	0	0	0	0	0	0	0	0	1062	1723	1427	145	0	269	0	784997	0	0	0	0	0	0	0	124791	0	0	0	0	5673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16095	194066	0	0	0	0	0	0	0	0	0	0	28	0	0	862	0	0	0	0	0	296	0	0	0	0	26290	0	0	0	0	0	0
C147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	196891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21359015	0	0	0	6637	0	847769	0	0	0	0	0	0	0	105524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1320	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C152	0	0	0	0	0	0	0	10160	0	0	0	0	0	0	0	0	4898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62116892	3892696	0	0	0	0	0	0	0	0	0	0	0	0	11450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1145891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18969	0	0	0	0	0	0	0	642	28589	9653	0	0	0	0	0	0	0	0	0	0	7607	0	1351	0	23191	0	0	0	0	0	0	0	0	0	0	0	0	0	2270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207060	0	0	2162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30014	0	0	0	0	0	0
