"","group","s__Methanobrevibacter_smithii","s__Actinobaculum_massiliense","s__Actinomyces_europaeus","s__Actinomyces_neuii","s__Actinomyces_radingae","s__Actinomyces_turicensis","s__Actinotignum_schaalii","s__Actinotignum_timonense","s__Adlercreutzia_equolifaciens","s__Aeriscardovia_aeriphila","s__Aerococcus_christensenii","s__Aerococcus_sanguinicola","s__Aerococcus_urinae","s__Alistipes_putredinis","s__Alloscardovia_omnicolens","s__Anaerococcus_hydrogenalis","s__Anaerococcus_lactolyticus","s__Anaerococcus_nagyae","s__Anaerococcus_octavius","s__Anaerococcus_prevotii","s__Anaerococcus_vaginalis","s__Anaeroglobus_geminatus","s__Anaerostipes_hadrus","s__Asaccharobacter_celatus","s__Atopobium_deltae","s__Atopobium_minutum","s__Atopobium_parvulum","s__Atopobium_rimae","s__Atopobium_vaginae","s__Bacteroides_caccae","s__Bacteroides_coagulans","s__Bacteroides_fragilis","s__Bacteroides_uniformis","s__Bacteroides_vulgatus","s__Bifidobacterium_breve","s__Bifidobacterium_dentium","s__Bifidobacterium_longum","s__Bifidobacterium_pseudocatenulatum","s__Blautia_obeum","s__Blautia_wexlerae","s__Brevibacterium_ravenspurgense","s__Campylobacter_hominis","s__Campylobacter_ureolyticus","s__Collinsella_aerofaciens","s__Corynebacterium_afermentans","s__Corynebacterium_amycolatum","s__Corynebacterium_aurimucosum","s__Corynebacterium_coyleae","s__Corynebacterium_frankenforstense","s__Corynebacterium_glucuronolyticum","s__Corynebacterium_imitans","s__Corynebacterium_kefirresidentii","s__Corynebacterium_pseudogenitalium","s__Corynebacterium_pyruviciproducens","s__Corynebacterium_riegelii","s__Corynebacterium_simulans","s__Corynebacterium_sp_NML130628","s__Corynebacterium_sp_NML140438","s__Corynebacterium_striatum","s__Corynebacterium_tuberculostearicum","s__Corynebacterium_tuscaniense","s__Corynebacterium_urealyticum","s__Criibacterium_bergeronii","s__Cutibacterium_avidum","s__Dermabacter_hominis","s__Dialister_invisus","s__Dialister_micraerophilus","s__Dialister_pneumosintes","s__Dorea_longicatena","s__Dorea_sp_CAG_317","s__Eggerthella_lenta","s__Enterococcus_faecalis","s__Escherichia_coli","s__Eubacterium_eligens","s__Eubacterium_hallii","s__Eubacterium_rectale","s__Facklamia_hominis","s__Facklamia_ignava","s__Facklamia_languida","s__Faecalibacterium_prausnitzii","s__Finegoldia_magna","s__Fusobacterium_nucleatum","s__Gardnerella_vaginalis","s__Gemella_asaccharolytica","s__Globicatella_sanguinis","s__Gordonibacter_pamelaeae","s__Klebsiella_pneumoniae","s__Klebsiella_quasipneumoniae","s__Klebsiella_variicola","s__Kocuria_kristinae","s__Lactobacillus_coleohominis","s__Lactobacillus_crispatus","s__Lactobacillus_gasseri","s__Lactobacillus_iners","s__Lactobacillus_jensenii","s__Lactobacillus_paragasseri","s__Lactobacillus_rhamnosus","s__Lactobacillus_vaginalis","s__Lawsonella_clevelandensis","s__Megasphaera_micronuciformis","s__Mobiluncus_curtisii","s__Negativicoccus_succinicivorans","s__Oligella_urethralis","s__Parvimonas_micra","s__Peptococcus_niger","s__Peptoniphilus_coxii","s__Peptoniphilus_duerdenii","s__Peptoniphilus_harei","s__Peptoniphilus_lacrimalis","s__Peptoniphilus_sp_BV3C26","s__Peptoniphilus_sp_DNF00840","s__Peptoniphilus_sp_HMSC062D09","s__Peptostreptococcus_anaerobius","s__Porphyromonas_asaccharolytica","s__Porphyromonas_sp_HMSC065F10","s__Porphyromonas_uenonis","s__Prevotella_bergensis","s__Prevotella_bivia","s__Prevotella_buccalis","s__Prevotella_colorans","s__Prevotella_corporis","s__Prevotella_disiens","s__Prevotella_sp_S7_1_8","s__Prevotella_timonensis","s__Propionimicrobium_lymphophilum","s__Pseudoglutamicibacter_albus","s__Pseudoglutamicibacter_cumminsii","s__Rothia_mucilaginosa","s__Ruminococcus_bromii","s__Ruminococcus_gnavus","s__Slackia_exigua","s__Staphylococcus_aureus","s__Staphylococcus_epidermidis","s__Staphylococcus_haemolyticus","s__Staphylococcus_hominis","s__Staphylococcus_lugdunensis","s__Staphylococcus_pasteuri","s__Staphylococcus_pettenkoferi","s__Staphylococcus_simulans","s__Staphylococcus_warneri","s__Streptococcus_agalactiae","s__Streptococcus_anginosus_group","s__Streptococcus_gordonii","s__Streptococcus_infantis","s__Streptococcus_mitis","s__Streptococcus_oralis","s__Streptococcus_parasanguinis","s__Streptococcus_salivarius","s__Streptococcus_sp_HMSC034E03","s__Streptococcus_thermophilus","s__Streptococcus_vestibularis","s__Trueperella_bernardiae","s__Ureaplasma_parvum","s__Varibaculum_cambriense","s__Veillonella_atypica","s__Veillonella_parvula","s__Veillonellaceae_bacterium_DNF00626","s__Candida_albicans","s__Malassezia_globosa","s__Acinetobacter_phage_Bphi_B1251","s__Alcelaphine_gammaherpesvirus_1","s__Ateline_gammaherpesvirus_3","s__Betapapillomavirus_1","s__Cyprinid_herpesvirus_3","s__Enterococcus_phage_EF62phi","s__Enterococcus_phage_phiEf11","s__Erwinia_phage_ENT90","s__Escherichia_virus_P1","s__Human_endogenous_retrovirus_K","s__Human_polyomavirus_1","s__Human_polyomavirus_5","s__Lactobacillus_phage_phiadh","s__Microbacterium_phage_Min1","s__Phage_Gifsy_1","s__Phage_Gifsy_2","s__Pseudomonas_phage_Lu11","s__Salmonella_phage_Fels_1","s__Staphylococcus_phage_2638A","s__Staphylococcus_phage_StB27","s__Streptococcus_phage_phiNJ2"
"11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9974,0,0,0,0,0,0,0,0,4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22804,0,0,0,0,0,0,0,0,3246,0,0,0,0,0,0,0,0,0,0,0,6847011,0,0,22781073,0,168715,652,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5117,34911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,0,0,0,0,0,0,0,0,0,73,0,0,0,0,4,0,0,0,0,0,0,0,0,0,550,0
"12",1,0,0,173,1745,0,0,0,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,0,0,1625,0,0,0,0,0,0,0,0,0,0,0,2229,0,636,0,0,5635,0,14019,0,0,3189,0,0,462,0,0,0,0,0,0,0,0,0,517,928,0,0,0,0,0,0,5550,5787,0,0,0,0,0,0,0,17772,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8814,3792,0,0,190,0,0,0,0,0,0,6861,0,0,0,0,0,0,0,0,0,0,0,0,0,10177,0,2616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4538,192,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"13",1,0,438,0,0,0,0,0,5643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,0,0,0,0,8308,0,0,0,0,0,606,6345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,153,0,0,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,2261,0,0,0,0,0,0,0,0,0,0,1750,1808,0,0,0,406,1557,0,0,0,0,0,0,0,0,1601,0,0,0,0,0,0,0,1247,0,0,0,0,0,0,704,0,0,0,0,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0
"14",1,0,81001,3666,17675,0,0,0,12857,0,0,0,0,2396,0,0,218,0,0,1198,4098,1591,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3711,0,65499,0,0,160210,234858,0,222,0,4994,0,4611,46928,0,138938,0,0,0,0,0,0,0,16849,6072,0,6530,0,0,0,0,22264,0,0,0,0,43701,14967,805,0,363368,497,0,564,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,656,0,513,2292,0,0,0,41084,0,339497,70707,0,0,4455,0,2319,8352,0,0,102616,918,0,44165,0,0,76354,449298,5291,1529,0,0,0,0,0,767,218811,1197,27925,0,0,0,0,0,198842,0,11967,0,0,0,0,1549,0,0,0,0,48432,0,6121,0,0,0,0,33,0,0,73,0,0,0,0,0,641,0,0,0,0,0,0,0,0,1173,0
"15",1,0,0,0,0,0,12774,0,0,0,0,114576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891268,0,0,0,0,0,2574,0,0,0,0,0,0,0,0,2951,349,0,8067,1687,0,0,1496,1016,1345,115273,0,0,115,1228,0,0,24063,0,0,82369,48,0,237,0,0,0,0,77383,0,0,0,0,6669,0,0,0,78310,117,4567252,0,0,0,0,0,0,26497,0,0,0,338374,0,0,0,0,0,0,0,0,0,0,0,0,0,25473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6744,0,0,0,0,0,0,9047,52163,13793,3512,427,0,0,0,0,0,2772,0,0,0,0,0,0,0,0,0,402,2919,1635,66887,0,248,0,0,0,0,0,0,73,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"16",1,0,0,34517,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18909389,0,0,0,0,0,0,12686,434,1445889,0,0,0,0,0,0,1373,136955,0,18021,0,0,0,0,0,75638,0,0,0,0,0,0,0,0,0,0,0,0,0,553,8729,32935,0,0,88961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10838,0,0,0,0,0,0,0,0,0,3668737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606,0,0,0,0,0,1101687,0,0,0,0,0,2597,523,1769,0,0,163,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
"17",1,0,9592,0,0,0,0,0,0,0,0,0,0,2071,0,323726,13174,0,0,0,304,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27037,0,0,0,0,0,0,0,0,0,4523,52297,101641,0,0,0,0,4567,50838,0,192,0,30,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,3733,0,0,0,39031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11691327,0,334126,0,0,0,311,0,0,0,5996,0,11858,0,0,0,0,0,0,0,0,0,2166,0,0,0,0,0,3189,389,0,0,0,0,0,0,0,4683,0,9587,513,0,0,0,0,97338,9004,0,0,0,0,0,0,0,0,0,0,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",1,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,315,0,0,0,0,0,0,0,0,0,1724,0,0,0,0,0,0,0,0,0,0,0,0,4806,2849,0,0,2451,0,0,0,0,0,0,0,0,0,0,2290826,0,0,26680,0,0,0,0,0,0,0,0,0,0,0,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,0,0,0,0,0,0,0,0,16876,0,2686,0,0,0,0,18266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
"19",1,0,3630,1843,16391,0,0,364,0,0,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,203,441,1159,0,0,2281,0,0,0,125327,13070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,8369,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,5667,0,0,0,0,5367,0,0,0,374,6275,0,60,0,0,0,0,0,0,0,14485042,2250,0,0,2626,0,69079,12434,464,0,0,0,25662,0,33,0,1283,9804,0,0,0,0,0,0,0,0,0,308,0,0,0,0,8194,0,0,0,0,0,0,0,0,3238,2477,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10922,0,0,0,0,1256,66,0,0,0,73,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"20",1,0,11427,0,0,0,0,0,0,0,0,3031,0,0,0,3930,2281,0,0,0,0,0,0,0,0,2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4909,5796,0,0,0,0,0,230,70,0,0,0,0,331181,0,0,0,0,848,1581,0,0,0,0,0,0,1279,0,0,0,0,0,0,0,0,24521,0,3248,0,0,0,0,0,0,0,0,0,0,12459,0,0,0,0,0,0,0,0,0,0,0,2316,0,12759,0,0,0,0,0,0,0,0,0,1898,0,0,0,0,0,4490,1376,0,0,0,0,0,0,8225,13099,39466,0,0,0,0,0,0,351368,41640,0,0,0,0,0,0,0,0,0,0,0,4328,0,0,0,0,0,0,0,0,0,0,108,0,0,0,9,292,0,0,0,0,0,0,0,0,0,136
"21",1,0,666,0,1812,0,0,0,0,0,0,0,161,1402,0,3590082,639,0,0,3114,145,0,196,0,0,9532,7321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13903,226,0,0,0,0,0,0,0,0,0,0,6055,0,0,0,0,0,0,0,0,0,5368,0,0,2197,0,0,0,0,0,0,0,0,0,2243,0,0,0,55079,0,0,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,0,0,0,0,0,0,4856,0,30432,12219,0,0,0,3739,0,0,632,0,8924,661,0,27281,395,0,34651,0,0,0,0,0,0,0,0,19826,0,0,0,0,0,0,0,0,18789,0,0,0,0,0,0,0,0,0,0,0,4214,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13138061,3087,0,428366,471,0,11508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",1,2860,0,48572,46544,0,0,0,64485,0,0,0,62003,125214,0,0,33471,0,0,0,6478,11021,0,0,0,0,55636,0,0,0,0,36085,0,0,0,0,0,0,0,0,0,168777,0,158734,2068,0,34940,42131,28923,228,0,40543,0,0,0,15276,4296,10401,4272,0,0,162,148880,0,0,0,0,674,0,0,0,0,4475,0,0,0,155,213016,496573,0,0,147885,0,0,264,20881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3851,2401,0,487,115611,38938,468428,66126,0,1967,7885,0,2721,2760,3256,6288,0,30260,0,0,0,0,571143,90522,70691,24385,0,5642,0,0,0,1099,3109,0,99341,0,0,29052,14540,57895,717198,184,0,0,0,0,0,0,3987,2969,0,0,140397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8442,510186,0,0,0,488,0,0,0,0,240,0,0,1055,0,0,0,0,0,0,0,0,0,614,2272,0,0,0,144,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,62,23826,0,0,0,0,0,0,0,0,0,0,0,0,0,198773,0,0,616,0,0,0,0,0,1630,0,0,0,0,0,0,0,0,48223,0,0,0,0,0,0,268729,0,352946,0,0,0,0,0,0,7317,1280,0,35916,0,0,0,0,0,114626,0,0,0,825,0,0,10442,0,3984,0,0,0,699,0,0,0,80,202947,0,0,0,0,0,0,0,9097,0,0,0,266521,0,33368,0,0,0,18,0,0,0,0,0,0,0,79,9,0,0,0,0,0,0,253,0,0,0,0
"25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,11811537,163264,0,553301,16024,0,6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11188,0,4383,3471,0,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",2,0,0,7483,27118,0,32462,0,12026,0,0,0,0,12846,0,15548,0,0,0,0,0,0,76,0,0,289,7012,0,13991,0,0,3799,0,0,0,17139,16191,0,0,0,0,0,0,10448,259,0,1807,14218,3880,0,0,0,0,0,0,38328,0,0,443,0,0,0,866,0,0,0,0,12897,0,0,0,0,1899,1952,0,0,0,29292,14283,0,0,44449,0,0,4297,910,0,0,0,0,0,0,42225267,488,891732,0,633,0,0,1639,0,0,1240,0,0,0,26256,1585,68182,33750,0,0,0,0,0,0,0,0,210004,2766,0,6613,23394,0,95927,14754,0,0,0,0,0,10835,0,3359,0,0,0,0,0,700,0,0,83025,278,0,0,0,0,0,0,0,0,19543,0,2376,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,371,0,0,0,0,0,0,0,0
"27",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7617,10913,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,63029,8811196,36658,516148,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,585,1666,0,0,0,0,0,0,0,0,0,0,5388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1500,0,0,0,0,0,0,0,0,0,0
"28",2,0,7103,0,0,0,0,0,0,0,511,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12917708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3970,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907,0,0,0,0,0,0,0,33275,0,8815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748,80733,0,0,0,0,0,33,0,0,0,0,0,0,0,9,461,0,0,0,0,0,0,0,0,0,0
"29",2,0,257630,47944,72,2189,58262,0,3809,0,0,0,0,21448,0,0,16807,0,0,0,98,2713,0,0,0,46352,126278,0,0,0,0,23821,0,0,0,702865,0,0,0,0,0,70022,11168,104422,0,0,0,2261,287665,0,38930,379,0,0,127748,195906,2091,0,1616,83520,0,106405,0,0,416,14960,0,27418,0,0,0,0,0,0,0,0,0,24747,4104,0,0,544088,2075,151705,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30454,0,511,1898,0,0,3795,52403,6063,363782,258787,6928,0,56460,87116,259,11183,8440,38331,827208,300947,0,0,0,0,1073350,173561,0,0,0,0,0,1730,0,1410,15070,0,0,0,0,0,0,0,1696957,0,0,0,0,0,0,0,0,0,52236,0,180258,0,11867,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,21,0,0
"30",2,0,0,0,7913,0,0,0,0,0,0,0,0,0,0,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,4762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858,0,0,7466,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,105080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",2,0,959,576,0,0,0,0,19631,0,0,0,0,9835,0,0,0,0,0,0,0,852,0,0,0,0,111,0,0,0,1132,5136,0,0,0,0,0,0,0,0,0,9250,0,8746,0,0,32438,1240,0,0,0,21352,0,0,135670,41823,0,0,0,0,0,0,1167,0,0,0,0,0,0,0,0,0,2201,37951,0,0,0,52297,7584,0,0,56480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581,5205,0,0,1611,0,34623,33313,0,0,0,0,0,0,0,0,2865,1679,5248,0,0,301,74956,51419,11007,1767,0,0,0,0,0,9120,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11957,0,0,0,0,0,0,66,45,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"32",2,0,0,0,0,0,0,0,0,2051,0,0,0,0,10399,0,0,0,0,0,1676,4632,0,92679,3937,0,0,0,0,0,3134,0,0,40105,17431,0,0,34092,38645,49004,45420,0,1108,0,39074,0,0,0,0,0,0,0,0,0,22070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8479,1686,1687,588921,0,20941,0,0,17367,1736,0,32791,235938,0,0,0,0,0,0,0,0,0,0,0,0,17989860,0,0,0,0,0,0,0,835,0,0,0,0,0,1568,0,0,0,18478,0,0,8512,0,0,0,3160,4145,0,571,477,0,0,0,0,0,0,397,0,0,450936,0,0,298,0,0,0,0,0,0,0,0,0,0,0,1748,0,3529,0,0,662427,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",2,0,0,0,726,122,0,0,100950,0,0,0,2853,78003,0,1499086,1174,115331,1451,18955,6443,834,0,0,0,0,2082,0,0,0,0,0,0,0,0,0,5485274,6847646,0,0,0,0,0,32230,0,0,8762,0,0,0,0,0,0,9267,462438,0,0,0,0,0,385,0,0,0,2817,0,0,48622,0,0,0,23305,0,686377,0,0,0,27111,0,0,0,813565,0,0,725,0,969,8749,1350,1347,0,141,933954,0,0,0,103035,0,0,0,0,0,125,0,0,0,10966,0,510328,313279,0,480,293,0,0,65,148,105009,0,0,0,0,0,0,3177227,12809,0,0,0,0,0,0,0,321449,0,286409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140599,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",2,0,14878,1684,0,0,0,0,0,0,0,0,0,0,0,0,34599,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,0,0,0,0,0,0,0,0,0,0,48098,0,0,1677,2108,0,0,0,0,0,0,0,0,0,0,0,0,0,7463,0,0,0,0,14659,0,0,0,19438,0,0,0,0,0,0,0,0,0,0,0,0,348604,0,0,0,0,0,0,0,0,0,0,0,0,0,5622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4603,0,14750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6896,0,4394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",2,0,25726,93769,430,0,73877,0,171341,0,0,0,40910,36043,0,210863,136,0,0,0,1988,1420,0,0,0,0,66084,0,0,0,0,7170,1899,0,0,0,0,0,0,0,0,1322,0,79098,0,794,133681,7643,0,0,7708,0,11141,11854,0,0,0,10602,36953,0,170,0,0,0,38284,14567,0,4702,0,0,0,0,107242,9724,0,0,0,1018676,764997,0,0,933796,23100,1596,2822,0,0,9362,1231,0,0,0,0,0,259,0,0,0,0,23875,0,0,3605,0,0,2322,121848,0,769051,0,0,0,8214,0,0,0,0,0,778838,3805,0,0,0,0,0,125040,0,0,0,0,0,0,0,359949,924212,27285,1667,0,0,0,0,0,8903,0,0,0,0,0,0,0,0,0,0,0,83146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,325,0,0
"36",2,0,6707,0,597,0,4002,329,0,0,0,0,0,0,0,0,118395,0,0,4860,885,0,0,0,0,583,0,0,0,53216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,6094,4324,0,2240,0,0,0,374,0,0,0,46,0,0,0,0,0,0,0,4073,23916,0,0,0,4566,0,0,0,145150,0,0,205,0,0,1531,0,1339,0,2895,0,114252,0,0,19427,0,0,0,0,0,1826,0,0,0,0,0,64007,0,0,0,0,0,0,0,0,0,72730,103,0,0,0,0,0,0,0,0,0,0,0,0,0,20683,5404,9142,0,0,0,0,0,0,0,0,0,15795,0,0,0,0,0,0,0,0,1465,3058,0,0,0,0,0,0,0,0,73,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"37",2,0,0,0,0,4202,0,3419,0,0,0,0,0,2625,0,0,0,0,0,1859,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8908,62919,0,0,0,0,29713,0,2314608,0,225652,0,0,0,0,0,109767,114,1181,0,0,0,0,0,0,0,394,0,695,0,0,0,189522,0,0,0,81,0,207,112533,0,228229,5999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11577,0,0,0,0,0,0,0,75,0,0,1294,0,0,0,0,195855,105624,0,0,0,0,0,0,0,5243,0,0,1445,0,0,0,0,0,0,0,0,0,2197,557825,237,0,166,0,199877,0,25375,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,18,0,0,39,0,0,0,0,0,0,0
"38",2,0,0,1567,0,232,0,0,4142,0,0,324369,0,0,0,0,24164,0,0,0,0,0,0,0,0,0,5553,0,0,2298001,0,0,0,0,0,0,0,0,0,0,0,85046,0,1048,0,119,33929,94686,546545,0,0,2200,0,2490,0,90648,7748,0,0,0,0,144912,0,0,0,2323,0,0,0,0,0,0,0,0,0,0,0,10038,100515,0,0,17153,462,3747213,0,6768,0,0,0,0,0,0,0,0,0,0,0,10417,0,0,0,0,0,0,0,0,3350,0,22853,3102,0,0,2124,0,0,1146,0,0,5260,0,0,0,0,0,5308,2237,368801,118489,0,0,0,0,0,3261,461,0,779,0,0,0,4497,0,96363,0,0,0,0,0,0,0,0,0,0,59309,5246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
